"id";"scope";"strategy";"identity";"attempt";"success";"failure_reason";"user_id";"user_type";"context";"ip";"user_agent";"referrer";"city";"region";"country";"latitude";"longitude";"created_at";"warnlisted_ip_id";"token";"origin";"session_id"
72604;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-07-26 21:53:55.813;;;;
72605;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-07-26 21:53:55.843;;;;
80798;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"201.40.70.2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";https://ib.cashway.io/;Londrina;Parana;Brazil;-23.3128;-51.1596;2022-08-16 17:54:59.960;;;;
80799;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"201.40.70.2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";https://ib.cashway.io/;Londrina;Parana;Brazil;-23.3128;-51.1596;2022-08-16 17:55:00.553;;;;
80806;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"201.40.70.2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";https://ib.cashway.io/;Londrina;Parana;Brazil;-23.3128;-51.1596;2022-08-16 17:59:21.677;;;;
80807;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"201.40.70.2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36";https://ib.cashway.io/;Londrina;Parana;Brazil;-23.3128;-51.1596;2022-08-16 17:59:21.708;;;;
88631;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-12 14:51:52.234;;;;
88632;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-12 14:51:52.260;;;;
88643;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-12 15:04:29.238;;;;
88644;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-12 15:04:29.271;;;;
89158;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-13 19:14:41.505;;;;
89159;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-13 19:14:41.531;;;;
89260;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-13 22:59:30.271;;;;
89261;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-13 22:59:30.320;;;;
90781;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-17 13:34:39.182;;;;
90782;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-17 13:34:39.211;;;;
91448;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-19 13:32:33.354;;;;
91449;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-19 13:32:33.430;;;;
92519;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.58.249.106";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-09-21 14:37:31.325;;;;
92520;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.58.249.106";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-09-21 14:37:31.351;;;;
92621;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.58.251.70";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Osasco;Sao Paulo;Brazil;-23.5218;-46.7906;2022-09-21 17:06:12.252;;;;
92622;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.58.251.70";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Osasco;Sao Paulo;Brazil;-23.5218;-46.7906;2022-09-21 17:06:12.273;;;;
92945;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 12:31:56.575;;;;
92946;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.14 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 12:31:56.627;;;;
93170;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 17:38:12.087;;;;
93171;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 17:38:12.118;;;;
93174;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 17:41:32.652;;;;
93175;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 17:41:32.670;;;;
93201;user;database_authenticatable;"27_1";1;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 18:11:53.676;;;;
93202;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-22 18:11:53.750;;;;
93755;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-24 01:44:22.954;;;;
93756;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.108";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-09-24 01:44:22.972;;;;
96209;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 15:53:34.632;;;;
96210;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 15:53:34.655;;;;
96231;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 16:27:05.502;;;;
96232;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 16:27:05.548;;;;
96254;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 17:43:45.171;;;;
96255;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-09-29 17:43:45.195;;;;
96767;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"143.255.223.141";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Itajaí;Santa Catarina;Brazil;-26.9;-48.6623;2022-10-01 17:40:37.268;;;;
96768;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"143.255.223.141";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Itajaí;Santa Catarina;Brazil;-26.9;-48.6623;2022-10-01 17:40:37.307;;;;
97502;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"189.92.223.45";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Rio de Janeiro;Rio de Janeiro;Brazil;-22.9485;-43.3436;2022-10-04 14:36:05.199;;;;
97503;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"189.92.223.45";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Rio de Janeiro;Rio de Janeiro;Brazil;-22.9485;-43.3436;2022-10-04 14:36:05.250;;;;
98891;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 15:10:41.177;;;;
98892;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 15:10:41.203;;;;
98917;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 17:34:53.754;;;;
98918;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 17:34:53.775;;;;
98939;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 18:32:41.710;;;;
98940;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-07 18:32:41.978;;;;
99913;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"191.245.90.42";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-10-12 00:25:08.276;;;;
99914;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"191.245.90.42";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-10-12 00:25:08.304;;;;
99921;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"191.245.90.42";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-10-12 00:58:10.542;;;;
99922;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"191.245.90.42";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;São Paulo;Sao Paulo;Brazil;-23.6283;-46.6409;2022-10-12 00:58:10.563;;;;
101344;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-18 13:00:21.324;;;;
101345;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-18 13:00:21.351;;;;
101662;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-19 13:16:30.424;;;;
101663;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-19 13:16:30.496;;;;
101734;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-19 15:08:13.606;;;;
101735;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-19 15:08:13.671;;;;
101783;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.62";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-10-19 16:14:26.638;;;;
101784;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.62";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-10-19 16:14:26.664;;;;
104067;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-25 13:36:25.232;;;;
104068;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-10-25 13:36:25.272;;;;
104307;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.27";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-10-25 18:49:21.164;;;;
104308;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.27";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6027;-48.5541;2022-10-25 18:49:21.188;;;;
106630;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.189.143.188";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";https://ib.cashway.io/;Rio Grande;Rio Grande do Sul;Brazil;-32.028;-52.0969;2022-11-01 14:23:53.556;;;;
106631;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.189.143.188";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";https://ib.cashway.io/;Rio Grande;Rio Grande do Sul;Brazil;-32.028;-52.0969;2022-11-01 14:23:53.585;;;;
106890;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.189.143.188";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";https://ib.cashway.io/;Rio Grande;Rio Grande do Sul;Brazil;-32.028;-52.0969;2022-11-01 19:15:17.413;;;;
106891;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.189.143.188";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";https://ib.cashway.io/;Rio Grande;Rio Grande do Sul;Brazil;-32.028;-52.0969;2022-11-01 19:15:17.441;;;;
109503;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-11-09 13:18:38.800;;;;
109504;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0";https://ib.cashway.io/;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-11-09 13:18:38.847;;;;
109599;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-11-09 18:06:01.601;;;;
109600;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/2.17 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;Florianópolis;Santa Catarina;Brazil;-27.6147;-48.4976;2022-11-09 18:06:01.676;;;;
