"id";"scope";"strategy";"identity";"attempt";"success";"failure_reason";"user_type";"user_id";"context";"ip";"user_agent";"referrer";"city";"region";"country";"latitude";"longitude";"created_at";"warnlisted_ip_id"
529272;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 15:03:54.809;
529311;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.24";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 15:36:30.474;
529312;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.24";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 15:36:30.509;
529329;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.24";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 15:57:46.064;
529330;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.24";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 15:57:46.103;
529414;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 17:39:13.000;
529415;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 17:39:13.039;
529504;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 19:07:27.801;
529505;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-23 19:07:27.837;
529707;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 09:57:03.817;
529708;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 09:57:03.855;
529736;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 12:17:35.528;
529737;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 12:17:35.559;
529760;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 12:48:34.831;
529761;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 12:48:34.863;
529788;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 13:10:18.823;
529789;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 13:10:18.860;
529828;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 13:48:21.710;
529829;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.119";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-24 13:48:21.749;
530382;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 12:27:33.829;
530383;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 12:27:33.858;
530421;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 12:57:51.120;
530422;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 12:57:51.149;
530459;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 13:26:50.198;
530460;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 13:26:50.233;
530497;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 13:53:24.479;
530498;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 13:53:24.511;
530557;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 15:02:39.253;
530558;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 15:02:39.287;
530623;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 16:00:57.064;
530624;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-25 16:00:57.095;
531092;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 13:06:40.710;
531093;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 13:06:40.743;
531120;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 14:45:04.851;
531121;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 14:45:04.883;
531153;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 15:56:22.235;
531154;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-26 15:56:22.265;
531511;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 07:48:29.208;
531512;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.138";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 07:48:29.239;
531557;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 12:19:34.049;
531558;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 12:19:34.081;
531602;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 13:04:16.437;
531603;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 13:04:16.465;
531655;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 13:42:21.068;
531656;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 13:42:21.097;
531866;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 17:44:35.327;
531867;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 17:44:35.363;
531899;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 18:20:24.153;
531900;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-28 18:20:24.183;
532304;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 13:16:25.486;
532305;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 13:16:25.599;
532457;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 16:08:31.987;
532458;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 16:08:32.028;
532484;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 16:31:57.733;
532485;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 16:31:57.767;
532628;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 19:06:15.735;
532629;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-29 19:06:15.770;
532873;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 08:31:55.595;
532874;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 08:31:55.628;
532915;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 12:01:42.631;
532916;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 12:01:42.663;
532950;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 12:34:48.555;
532951;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 12:34:48.587;
532970;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 13:06:06.583;
532971;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 13:06:06.619;
533094;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 14:56:16.716;
533095;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 14:56:16.752;
533214;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 17:01:54.827;
533215;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 17:01:54.863;
533298;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 18:05:31.717;
533299;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.148";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 18:05:31.754;
533362;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 18:59:00.460;
533363;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-04-30 18:59:00.495;
533837;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 07:01:11.119;
533838;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 07:01:11.154;
533855;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 11:24:21.457;
533856;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.57";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 11:24:21.492;
533876;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 12:00:54.272;
533877;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 12:00:54.308;
533908;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 12:32:21.305;
533909;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 12:32:21.416;
533939;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 13:06:05.117;
533940;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 13:06:05.161;
534063;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 15:05:07.655;
534064;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 15:05:07.686;
534134;user;database_authenticatable;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 16:23:26.550;
534135;user;token;"30422_1";0;true;;User;4999;api/v3/overrides/sessions#create;"10.235.116.72";Dart/3.6 (dart:io);https://oruspay-banking-api.cashway.io/api/v3/auth/sign_in;;;;0.0;0.0;2025-05-02 16:23:26.581;
